author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Louisa May Alcott,https://lubimyczytac.pl/autor/23020/louisa-may-alcott,7.2,11743,14373,29.11.1832,123,31,0
Hans Christian Andersen,https://lubimyczytac.pl/autor/6044/hans-christian-andersen,7.4,19112,4400,02.04.1805,402,242,0
Meg Cabot,https://lubimyczytac.pl/autor/6222/meg-cabot,6.5,21302,21237,01.02.1967,1258,83,0
Elizabeth Gilbert,https://lubimyczytac.pl/autor/14221/elizabeth-gilbert,6.2,11731,8419,18.07.1969,110,9,0
Sally Rooney,https://lubimyczytac.pl/autor/170961/sally-rooney,6.3,10273,8189,przybliżona),190,10,1
Elle Kennedy,https://lubimyczytac.pl/autor/103637/elle-kennedy,6.6,10965,15892,przybliżona),781,47,0
Anthony Burgess,https://lubimyczytac.pl/autor/22013/anthony-burgess,7.0,9411,11357,25.02.1917,113,16,0
Bonnie Garmus,https://lubimyczytac.pl/autor/232239/bonnie-garmus,8.0,8270,4154,przybliżona),60,1,0
René Goscinny,https://lubimyczytac.pl/autor/15568/rene-goscinny,7.7,20505,8643,14.08.1926,405,198,0
Chris Carter,https://lubimyczytac.pl/autor/35291/chris-carter,7.9,11181,21715,14.07.1965,1595,14,0
Mia Sheridan,https://lubimyczytac.pl/autor/92977/mia-sheridan,7.2,11550,21066,14.07.1965,1009,25,0
Alice Sebold,https://lubimyczytac.pl/autor/18101/alice-sebold,6.1,10064,6847,06.09.1963,97,4,0
Terry Hayes,https://lubimyczytac.pl/autor/100856/terry-hayes,7.2,7907,8559,08.10.1951,174,2,0
Margit Sandemo,https://lubimyczytac.pl/autor/3872/margit-sandemo,6.7,12194,41112,23.04.1924,1275,140,0
Yōko Ogawa,https://lubimyczytac.pl/autor/49942/y-ko-ogawa,6.9,10427,10238,30.03.1962,150,11,0
Regina Brett,https://lubimyczytac.pl/autor/75290/regina-brett,7.2,13888,14741,31.05.1956,464,10,0
Mariusz Szczygieł,https://lubimyczytac.pl/autor/31005/mariusz-szczygiel,7.2,17649,27551,05.09.1966,1066,26,2
Peter Wohlleben,https://lubimyczytac.pl/autor/128182/peter-wohlleben,7.7,11427,14720,01.01.1964,169,10,2
Matthew Quick,https://lubimyczytac.pl/autor/78829/matthew-quick,7.3,13900,16452,01.01.1964,488,9,0
Mario Vargas Llosa,https://lubimyczytac.pl/autor/8316/mario-vargas-llosa,6.9,16058,27977,28.03.1936,1179,39,0
James Clavell,https://lubimyczytac.pl/autor/19260/james-clavell,7.5,10193,11611,10.10.1924,301,12,0
Juliusz Verne,https://lubimyczytac.pl/autor/6737/juliusz-verne,6.5,17652,15160,08.02.1828,713,176,0
Beth O'Leary,https://lubimyczytac.pl/autor/174238/beth-o-leary,6.7,9206,5853,01.01.1993,151,5,0
M.L. Stedman,https://lubimyczytac.pl/autor/77539/m-l-stedman,7.6,8319,4080,01.01.1993,36,1,0
JP Delaney,https://lubimyczytac.pl/autor/140795/jp-delaney,7.0,9981,7272,1962,178,7,0
Tarryn Fisher,https://lubimyczytac.pl/autor/86884/tarryn-fisher,7.1,14210,18231,1962,247,16,1
José Saramago,https://lubimyczytac.pl/autor/16308/jose-saramago,7.2,9701,13417,16.11.1922,294,16,0
Stanisław Grzesiuk,https://lubimyczytac.pl/autor/4482/stanislaw-grzesiuk,7.9,10844,9331,06.05.1918,405,9,0
Federico Moccia,https://lubimyczytac.pl/autor/22598/federico-moccia,6.5,12824,16658,20.07.1963,615,12,0
Douglas Adams,https://lubimyczytac.pl/autor/3527/douglas-adams,7.4,9251,11722,11.03.1952,362,38,0
Anthony Doerr,https://lubimyczytac.pl/autor/91311/anthony-doerr,7.2,8506,14670,27.10.1973,83,4,3
Brandon Mull,https://lubimyczytac.pl/autor/45461/brandon-mull,8.0,10745,17074,08.11.1974,941,31,0
Emily Giffin,https://lubimyczytac.pl/autor/25768/emily-giffin,6.3,14847,15370,20.03.1972,952,13,0
Daniel Keyes,https://lubimyczytac.pl/autor/30280/daniel-keyes,7.5,12264,13246,09.08.1927,57,6,0
Nicola Yoon,https://lubimyczytac.pl/autor/113541/nicola-yoon,7.0,9417,6699,przybliżona),102,8,1
Jerzy Kosiński,https://lubimyczytac.pl/autor/22850/jerzy-kosinski,6.4,9422,6499,14.06.1933,247,12,0
Jonathan Carroll,https://lubimyczytac.pl/autor/15395/jonathan-carroll,6.8,14413,15934,26.01.1949,1300,32,0
John Marsden,https://lubimyczytac.pl/autor/49400/john-marsden,7.7,8904,21924,27.09.1950,485,13,0
Alyson Noël,https://lubimyczytac.pl/autor/30690/alyson-noel,7.0,11344,13431,03.12.1965,411,21,0
Michael Grant,https://lubimyczytac.pl/autor/4591/michael-grant,7.9,9372,16556,01.01.1943,573,18,0
Elena Ferrante,https://lubimyczytac.pl/autor/101545/elena-ferrante,7.1,9403,13696,przybliżona),445,15,0
Leopold Tyrmand,https://lubimyczytac.pl/autor/2442/leopold-tyrmand,7.0,9898,13893,16.05.1920,389,26,0
Janusz A. Zajdel,https://lubimyczytac.pl/autor/3293/janusz-a-zajdel,7.1,10907,13065,15.08.1938,894,40,0
Swietłana Aleksijewicz,https://lubimyczytac.pl/autor/40622/swietlana-aleksijewicz,8.0,12843,22081,31.05.1948,525,7,3
Kathryn Stockett,https://lubimyczytac.pl/autor/33841/kathryn-stockett,8.1,7400,6147,01.01.1969,56,1,0
Maja Lunde,https://lubimyczytac.pl/autor/127320/maja-lunde,7.6,8795,12028,30.07.1975,109,10,0
Magdalena Grzebałkowska,https://lubimyczytac.pl/autor/55940/magdalena-grzebalkowska,7.1,11692,15283,przybliżona),235,12,2
Dorota Masłowska,https://lubimyczytac.pl/autor/22694/dorota-maslowska,6.7,14358,10302,03.07.1983,514,22,1
Jennifer L. Armentrout,https://lubimyczytac.pl/autor/63908/jennifer-l-armentrout,7.6,16724,48680,03.07.1983,1731,65,1
Jennette McCurdy,https://lubimyczytac.pl/autor/232384/jennette-mccurdy,7.8,7331,3892,26.06.1992,32,1,1
Petra Dvořáková,https://lubimyczytac.pl/autor/202672/petra-dvorakova,7.3,7359,3982,12.11.1977,74,4,0
Max Czornyj,https://lubimyczytac.pl/autor/150363/max-czornyj,7.5,21152,36013,06.09.1989,1590,83,0
Jerzy Pilch,https://lubimyczytac.pl/autor/12083/jerzy-pilch,6.4,15048,14896,10.08.1952,767,48,2
Victoria Schwab,https://lubimyczytac.pl/autor/81474/victoria-schwab,7.2,13434,28795,07.07.1987,671,34,1
Madeline Miller,https://lubimyczytac.pl/autor/70444/madeline-miller,7.1,11887,11422,24.07.1978,200,3,1
Kazimierz Moczarski,https://lubimyczytac.pl/autor/4798/kazimierz-moczarski,7.6,8535,6080,21.07.1907,18,3,0
Fannie Flagg,https://lubimyczytac.pl/autor/14307/fannie-flagg,6.7,10081,9655,21.09.1944,304,13,0
Edmund Niziurski,https://lubimyczytac.pl/autor/6075/edmund-niziurski,6.7,12327,3299,10.07.1925,339,54,0
Małgorzata Halber,https://lubimyczytac.pl/autor/105977/malgorzata-halber,7.5,8036,7944,02.02.1979,139,5,1
Walter Isaacson,https://lubimyczytac.pl/autor/31356/walter-isaacson,8.0,10143,15473,20.05.1952,194,10,0
Maria Kuncewiczowa,https://lubimyczytac.pl/autor/24710/maria-kuncewiczowa,6.5,9122,3299,30.10.1895,50,29,0
Natalia de Barbaro,https://lubimyczytac.pl/autor/67422/natalia-de-barbaro,6.7,7481,3503,przybliżona),29,8,0
Jan Kaczkowski,https://lubimyczytac.pl/autor/83543/jan-kaczkowski,7.7,10752,8398,19.07.1977,240,22,2
Ildefonso Falcones,https://lubimyczytac.pl/autor/16494/ildefonso-falcones,7.6,7991,8213,przybliżona),274,8,0
Alexandra Bracken,https://lubimyczytac.pl/autor/84926/alexandra-bracken,7.0,9866,20579,27.02.1987,443,16,0
Małgorzata Kalicińska,https://lubimyczytac.pl/autor/16429/malgorzata-kalicinska,6.3,14199,10983,30.09.1956,320,30,0
Weronika Marczak,https://lubimyczytac.pl/autor/237484/weronika-marczak,7.2,7364,5112,30.09.1956,351,9,2
Charlotte Link,https://lubimyczytac.pl/autor/19618/charlotte-link,7.0,20573,30990,05.09.1963,1737,25,0
Mieczysław Gorzka,https://lubimyczytac.pl/autor/180940/mieczyslaw-gorzka,7.5,10432,10369,przybliżona),1294,15,0
Maria Kownacka,https://lubimyczytac.pl/autor/6100/maria-kownacka,6.8,15279,1064,11.09.1894,30,50,0
Donna Tartt,https://lubimyczytac.pl/autor/20051/donna-tartt,7.2,10840,20694,23.12.1963,495,3,1
Krystyna Siesicka,https://lubimyczytac.pl/autor/6173/krystyna-siesicka,6.6,14632,6519,22.11.1928,536,57,0
Arkady Fiedler,https://lubimyczytac.pl/autor/6865/arkady-fiedler,6.8,11183,5767,28.11.1894,206,39,0
Dale Carnegie,https://lubimyczytac.pl/autor/12146/dale-carnegie,7.2,10211,15212,24.11.1888,209,31,0
Olga Gromyko,https://lubimyczytac.pl/autor/3634/olga-gromyko,7.5,5410,10968,14.09.1978,626,21,0
Kami Garcia,https://lubimyczytac.pl/autor/32971/kami-garcia,6.5,8668,12627,25.03.1972,141,26,0
Mary Shelley,https://lubimyczytac.pl/autor/14054/mary-shelley,7.5,7173,5448,30.08.1797,61,13,1
Valérie Perrin,https://lubimyczytac.pl/autor/221463/valerie-perrin,7.3,7467,9084,19.01.1967,230,5,0
Czesław Centkiewicz,https://lubimyczytac.pl/autor/30674/czeslaw-centkiewicz,6.7,12759,1408,18.10.1904,27,32,0
Daphne du Maurier,https://lubimyczytac.pl/autor/19715/daphne-du-maurier,6.7,9120,13654,13.05.1907,307,33,0
Jack Ketchum,https://lubimyczytac.pl/autor/32667/jack-ketchum,6.5,9196,14976,10.11.1946,497,21,0
James Clear,https://lubimyczytac.pl/autor/173528/james-clear,8.3,6933,7499,10.11.1946,22,4,0
Christopher John Reuel Tolkien,https://lubimyczytac.pl/autor/58619/christopher-john-reuel-tolkien,8.3,3136,7860,21.11.1924,46,20,0
Bernhard Schlink,https://lubimyczytac.pl/autor/30172/bernhard-schlink,6.5,7572,4766,06.07.1944,46,11,0
Wojciech Kuczok,https://lubimyczytac.pl/autor/16099/wojciech-kuczok,6.5,12441,9692,18.10.1972,289,30,1
Aneta Jadowska,https://lubimyczytac.pl/autor/48391/aneta-jadowska,7.4,18026,37002,14.08.1981,1589,61,1
Guillaume Musso,https://lubimyczytac.pl/autor/16418/guillaume-musso,6.9,26930,39017,06.06.1974,2261,21,0
Sherry Argov,https://lubimyczytac.pl/autor/13857/sherry-argov,6.3,7767,2872,06.06.1974,32,3,0
Rainbow Rowell,https://lubimyczytac.pl/autor/86210/rainbow-rowell,7.0,13825,17242,24.02.1973,514,26,0
Alfred Szklarski,https://lubimyczytac.pl/autor/6125/alfred-szklarski,7.3,11014,5577,21.01.1912,510,27,0
Agata Romaniuk,https://lubimyczytac.pl/autor/71959/agata-romaniuk,7.4,9452,6904,21.01.1912,85,23,0
Stephen Hawking,https://lubimyczytac.pl/autor/31695/stephen-hawking,7.5,12987,19522,08.01.1942,355,23,0
Kirsty Moseley,https://lubimyczytac.pl/autor/78022/kirsty-moseley,7.0,9019,10481,08.01.1942,405,13,0
Michel Houellebecq,https://lubimyczytac.pl/autor/23197/michel-houellebecq,6.7,15379,18841,26.02.1958,933,20,1
Diane Setterfield,https://lubimyczytac.pl/autor/5193/diane-setterfield,7.1,9376,10968,22.08.1964,164,3,0
Robert M. Wegner,https://lubimyczytac.pl/autor/3333/robert-m-wegner,7.3,7976,17193,22.08.1964,770,19,0
Sara Shepard,https://lubimyczytac.pl/autor/37591/sara-shepard,7.5,9677,38566,11.04.1978,726,34,0
Stephen Chbosky,https://lubimyczytac.pl/autor/47562/stephen-chbosky,7.6,6688,5538,25.01.1970,90,4,0
C.J. Tudor,https://lubimyczytac.pl/autor/155394/c-j-tudor,7.4,8012,6114,25.01.1970,163,7,0
Magdalena Witkiewicz,https://lubimyczytac.pl/autor/31954/magdalena-witkiewicz,7.2,27118,46572,25.01.1970,1630,87,1
Katja Millay,https://lubimyczytac.pl/autor/79439/katja-millay,8.4,6581,4467,25.01.1970,215,1,0
John Irving,https://lubimyczytac.pl/autor/16348/john-irving,6.7,11358,17381,02.03.1942,851,22,0
A.J. Finn,https://lubimyczytac.pl/autor/153383/a-j-finn,6.2,6526,3254,przybliżona),31,3,0
Charlaine Harris,https://lubimyczytac.pl/autor/5091/charlaine-harris,6.6,11045,24800,25.11.1951,663,54,0
Alex Kava,https://lubimyczytac.pl/autor/19300/alex-kava,7.1,13727,19721,01.01.1960,1373,29,0
Charles Duhigg,https://lubimyczytac.pl/autor/82206/charles-duhigg,8.1,6849,9550,01.01.1960,36,6,0
Zbigniew Nienacki,https://lubimyczytac.pl/autor/6081/zbigniew-nienacki,6.9,12636,9252,01.01.1929,740,41,0
Lemony Snicket,https://lubimyczytac.pl/autor/6242/lemony-snicket,7.0,8490,11708,28.02.1970,411,30,0
Arkadij Strugacki,https://lubimyczytac.pl/autor/3326/arkadij-strugacki,6.6,8273,9750,28.08.1925,258,46,0
Marek Krajewski,https://lubimyczytac.pl/autor/14247/marek-krajewski,6.8,18498,26904,04.09.1966,1441,43,0
Vincent V. Severski,https://lubimyczytac.pl/autor/54744/vincent-v-severski,7.6,8654,12050,04.09.1966,871,13,0
Stanisław Ignacy Witkiewicz,https://lubimyczytac.pl/autor/23202/stanislaw-ignacy-witkiewicz,7.3,12405,12884,24.02.1885,759,91,0
Casey McQuiston,https://lubimyczytac.pl/autor/178552/casey-mcquiston,6.8,6597,4460,24.02.1885,91,5,1
Ali Hazelwood,https://lubimyczytac.pl/autor/216317/ali-hazelwood,7.1,6798,6096,24.02.1885,245,14,0
Antoni Libera,https://lubimyczytac.pl/autor/19111/antoni-libera,7.4,6748,5329,19.04.1949,122,11,0
Rafał Kosik,https://lubimyczytac.pl/autor/3568/rafal-kosik,7.3,13348,17898,08.10.1971,980,62,2
Robert Małecki,https://lubimyczytac.pl/autor/92480/robert-malecki,7.2,15465,20110,01.01.1977,1002,38,1
Robert Toru Kiyosaki,https://lubimyczytac.pl/autor/1308/robert-toru-kiyosaki,6.8,6747,7619,08.04.1947,123,22,0
Valérie Tasso,https://lubimyczytac.pl/autor/9445/valerie-tasso,6.1,7049,2854,23.01.1969,17,4,0
Christina Lauren,https://lubimyczytac.pl/autor/86250/christina-lauren,6.9,11260,13007,23.01.1969,381,37,0
Marcin Wicha,https://lubimyczytac.pl/autor/58921/marcin-wicha,6.8,8542,7381,przybliżona),78,18,3
Neal Shusterman,https://lubimyczytac.pl/autor/56390/neal-shusterman,7.8,8740,20187,12.11.1962,266,35,1
Jürgen Thorwald,https://lubimyczytac.pl/autor/4750/jurgen-thorwald,7.3,10057,24778,28.10.1915,504,12,0
André Aciman,https://lubimyczytac.pl/autor/18032/andre-aciman,6.5,6645,5940,02.01.1951,94,10,0
Jozef Karika,https://lubimyczytac.pl/autor/152092/jozef-karika,6.6,6806,5924,02.01.1951,327,9,0
Roma Ligocka,https://lubimyczytac.pl/autor/18943/roma-ligocka,7.3,7832,8212,13.11.1938,348,15,0
Freida McFadden,https://lubimyczytac.pl/autor/165719/freida-mcfadden,6.5,6761,6832,13.11.1938,241,28,0
K.A. Tucker,https://lubimyczytac.pl/autor/89745/k-a-tucker,7.0,9529,18308,13.11.1938,661,40,0
Małgorzata Gutowska-Adamczyk,https://lubimyczytac.pl/autor/6314/malgorzata-gutowska-adamczyk,6.8,11615,13734,13.11.1938,511,30,0
Samantha Shannon,https://lubimyczytac.pl/autor/81732/samantha-shannon,7.4,9495,24010,08.11.1991,560,16,0
Jaume Cabré,https://lubimyczytac.pl/autor/81108/jaume-cabre,7.3,8169,16793,30.04.1947,629,8,0
Corinne Hofmann,https://lubimyczytac.pl/autor/22994/corinne-hofmann,6.6,7001,3066,04.06.1960,52,6,0
Marta Abramowicz,https://lubimyczytac.pl/autor/83176/marta-abramowicz,6.3,7285,4730,21.11.1978,41,6,0
Barbara Demick,https://lubimyczytac.pl/autor/50497/barbara-demick,7.9,6521,9764,21.11.1978,66,3,0
Jakub Szamałek,https://lubimyczytac.pl/autor/53895/jakub-szamalek,7.2,7279,6752,przybliżona),264,11,1
Aleksander Dumas (syn),https://lubimyczytac.pl/autor/31585/aleksander-dumas-syn,6.9,6454,3151,27.07.1824,34,5,0
Anna Onichimowska,https://lubimyczytac.pl/autor/6107/anna-onichimowska,6.9,10464,5207,28.01.1952,128,87,1
Ann Brashares,https://lubimyczytac.pl/autor/6378/ann-brashares,6.9,10774,8466,30.07.1967,126,15,0
Lisa See,https://lubimyczytac.pl/autor/22456/lisa-see,7.1,8657,9063,18.02.1955,356,12,0
Ian McEwan,https://lubimyczytac.pl/autor/13981/ian-mcewan,6.2,10018,12728,21.06.1948,261,24,1
Henning Mankell,https://lubimyczytac.pl/autor/19077/henning-mankell,7.1,14281,23169,03.02.1948,1289,52,0
Tom Phillips,https://lubimyczytac.pl/autor/172710/tom-phillips,6.5,6472,5880,23.12.1965,35,3,0
Ałbena Grabowska,https://lubimyczytac.pl/autor/48439/albena-grabowska,7.3,13580,20078,przybliżona),574,44,0
Thomas Mann,https://lubimyczytac.pl/autor/24078/thomas-mann,7.3,9048,19698,06.06.1875,497,48,2
Herbert George Wells,https://lubimyczytac.pl/autor/3675/herbert-george-wells,6.7,12833,15301,21.09.1866,290,137,0
Cora Reilly,https://lubimyczytac.pl/autor/108191/cora-reilly,7.6,8214,15429,21.09.1866,830,31,0
Anna Ficner-Ogonowska,https://lubimyczytac.pl/autor/65977/anna-ficner-ogonowska,7.4,8262,9370,21.09.1866,588,11,0
Julio Cortázar,https://lubimyczytac.pl/autor/17375/julio-cortazar,7.3,7541,15005,26.08.1914,481,38,0
Jacek Hugo-Bader,https://lubimyczytac.pl/autor/31376/jacek-hugo-bader,7.3,11732,14989,09.03.1957,535,16,1
Charles Bukowski,https://lubimyczytac.pl/autor/14618/charles-bukowski,7.4,14915,23288,16.08.1920,2020,45,0
R. J. Palacio,https://lubimyczytac.pl/autor/79159/r-j-palacio,7.6,6448,4644,13.07.1963,35,9,0
Alex North,https://lubimyczytac.pl/autor/183934/alex-north,7.4,5933,3033,13.07.1963,99,3,0
David Mitchell,https://lubimyczytac.pl/autor/23400/david-mitchell,7.1,7704,16100,12.01.1969,223,11,0
Mona Kasten,https://lubimyczytac.pl/autor/147178/mona-kasten,7.4,8119,11076,przybliżona),373,14,0
Philip Pullman,https://lubimyczytac.pl/autor/3308/philip-pullman,6.8,9385,15441,19.10.1946,258,32,1
 Souad,https://lubimyczytac.pl/autor/22557/souad,7.8,6229,2200,19.10.1946,9,3,0
Søren Sveistrup,https://lubimyczytac.pl/autor/183885/soren-sveistrup,7.5,5432,2367,19.10.1946,50,1,0
Władysław Szpilman,https://lubimyczytac.pl/autor/31382/wladyslaw-szpilman,8.3,5967,4413,05.12.1911,13,2,0
Dante Alighieri,https://lubimyczytac.pl/autor/16115/dante-alighieri,7.1,7607,6250,01.05.1265,81,17,0
Tomek Michniewicz,https://lubimyczytac.pl/autor/32997/tomek-michniewicz,7.5,9749,12594,31.05.1982,409,7,1
John Grisham,https://lubimyczytac.pl/autor/19026/john-grisham,6.8,21280,27801,08.02.1955,1387,64,0
Walter Tevis,https://lubimyczytac.pl/autor/105920/walter-tevis,7.4,6766,6348,28.02.1928,44,8,1
S.J. Watson,https://lubimyczytac.pl/autor/63145/s-j-watson,7.4,5953,4963,01.01.1971,49,3,0
Richard P. Feynman,https://lubimyczytac.pl/autor/24176/richard-p-feynman,8.1,6001,9836,11.05.1918,207,27,0
Richard Dawkins,https://lubimyczytac.pl/autor/17048/richard-dawkins,7.4,8010,19078,28.03.1941,602,24,0
Elżbieta Cherezińska,https://lubimyczytac.pl/autor/31573/elzbieta-cherezinska,7.4,13005,28458,09.10.1972,1222,22,1
Paweł Reszka,https://lubimyczytac.pl/autor/16357/pawel-reszka,7.0,8504,7850,02.05.1969,80,13,0
Małgorzata Oliwia Sobczak,https://lubimyczytac.pl/autor/114135/malgorzata-oliwia-sobczak,7.3,7506,8506,02.05.1969,359,18,0
Maria Dąbrowska,https://lubimyczytac.pl/autor/18924/maria-dabrowska,6.8,5309,5307,06.10.1889,81,75,0
Tadeusz Dołęga-Mostowicz,https://lubimyczytac.pl/autor/13741/tadeusz-dolega-mostowicz,7.4,9337,7591,10.08.1898,282,37,0
Ruth Ware,https://lubimyczytac.pl/autor/129182/ruth-ware,6.6,7592,8787,10.08.1898,200,11,0
Shelby Mahurin,https://lubimyczytac.pl/autor/189475/shelby-mahurin,7.6,5401,7054,10.08.1898,98,5,0
Brittainy C. Cherry,https://lubimyczytac.pl/autor/103180/brittainy-c-cherry,7.5,9540,16136,10.08.1898,744,22,0
Eva García Sáenz de Urturi,https://lubimyczytac.pl/autor/175107/eva-garcia-saenz-de-urturi,6.9,5634,5698,przybliżona),156,9,0
Tammara Webber,https://lubimyczytac.pl/autor/72716/tammara-webber,7.0,6483,7418,przybliżona),254,10,0
Honoré de Balzac,https://lubimyczytac.pl/autor/18163/honore-de-balzac,6.8,9100,9474,20.05.1799,231,113,1
Mario Escobar,https://lubimyczytac.pl/autor/175920/mario-escobar,7.4,6240,3842,23.06.1971,26,7,0
Brent Weeks,https://lubimyczytac.pl/autor/31530/brent-weeks,7.7,7005,17409,07.03.1977,645,11,0
Penelope Douglas,https://lubimyczytac.pl/autor/89195/penelope-douglas,7.3,11280,17489,07.03.1977,826,21,0
Jenny Han,https://lubimyczytac.pl/autor/85796/jenny-han,7.0,10665,14464,03.09.1980,180,16,0
Marta Kisiel,https://lubimyczytac.pl/autor/30470/marta-kisiel,7.1,12169,21693,18.10.1982,963,41,4
Bill Bass,https://lubimyczytac.pl/autor/62372/bill-bass,7.2,6057,10214,30.08.1930,73,14,0
Eleanor Porter,https://lubimyczytac.pl/autor/21643/eleanor-porter,6.7,6830,1387,19.12.1868,22,4,0
Marissa Meyer,https://lubimyczytac.pl/autor/67448/marissa-meyer,7.3,5572,12633,19.02.1984,289,28,0
Diana Gabaldon,https://lubimyczytac.pl/autor/31398/diana-gabaldon,7.5,6533,21443,11.01.1952,455,29,0
Robert Ludlum,https://lubimyczytac.pl/autor/20315/robert-ludlum,6.8,9320,13699,25.05.1927,655,54,0
Lee Child,https://lubimyczytac.pl/autor/15911/lee-child,7.0,15581,33014,29.10.1954,1171,88,0
Melissa de la Cruz,https://lubimyczytac.pl/autor/6114/melissa-de-la-cruz,6.6,8677,19009,07.07.1971,404,46,0
Tanya Valko,https://lubimyczytac.pl/autor/11787/tanya-valko,7.1,6525,8610,07.07.1971,204,46,0
Colleen Houck,https://lubimyczytac.pl/autor/47723/colleen-houck,7.4,6163,11359,03.10.1969,409,11,0
Julia Quinn,https://lubimyczytac.pl/autor/25761/julia-quinn,7.2,7646,12908,przybliżona),347,53,0
Jack Kerouac,https://lubimyczytac.pl/autor/18193/jack-kerouac,6.8,6690,12628,12.03.1922,453,26,1
Jacek Dukaj,https://lubimyczytac.pl/autor/3227/jacek-dukaj,6.9,19359,41199,30.07.1974,1372,70,0
Hugh Lofting,https://lubimyczytac.pl/autor/6538/hugh-lofting,7.0,7670,1584,14.01.1886,27,23,0
Kazuo Ishiguro,https://lubimyczytac.pl/autor/16558/kazuo-ishiguro,6.8,12819,17664,08.11.1954,347,12,1
James Frey,https://lubimyczytac.pl/autor/14463/james-frey,7.1,7084,14597,12.09.1969,318,17,0
Tadeusz Borowski,https://lubimyczytac.pl/autor/23839/tadeusz-borowski,7.2,16355,5125,12.11.1922,102,54,0
Radek Rak,https://lubimyczytac.pl/autor/98698/radek-rak,6.9,6877,7971,przybliżona),186,20,3
Nicholas Evans,https://lubimyczytac.pl/autor/22510/nicholas-evans,6.8,7173,3256,01.01.1950,129,7,0
Maggie Stiefvater,https://lubimyczytac.pl/autor/46347/maggie-stiefvater,7.1,12368,28010,18.11.1981,792,30,0
Susan Ee,https://lubimyczytac.pl/autor/62052/susan-ee,6.4,5411,9417,18.11.1981,282,6,0
Izabela Janiszewska,https://lubimyczytac.pl/autor/192525/izabela-janiszewska,7.6,11575,10396,18.11.1981,638,16,0
Andrzej Gryżewski,https://lubimyczytac.pl/autor/131487/andrzej-gryzewski,7.0,7488,5272,18.11.1981,53,11,0
Jadwiga Korczakowska,https://lubimyczytac.pl/autor/30715/jadwiga-korczakowska,6.8,7697,588,06.02.1906,15,25,0
Ota Pavel,https://lubimyczytac.pl/autor/23281/ota-pavel,7.5,5127,5341,02.07.1930,152,14,0
Hans Rosling,https://lubimyczytac.pl/autor/167970/hans-rosling,8.2,5049,5526,27.07.1948,10,3,0
Jacek Galiński,https://lubimyczytac.pl/autor/99025/jacek-galinski,6.7,6197,3904,27.07.1948,144,10,0
Alice Oseman,https://lubimyczytac.pl/autor/116704/alice-oseman,7.4,6336,6271,przybliżona),278,16,1
Jon Krakauer,https://lubimyczytac.pl/autor/31800/jon-krakauer,7.4,9663,12237,12.04.1954,98,7,0
Riley Sager,https://lubimyczytac.pl/autor/146890/riley-sager,7.2,8771,8312,12.04.1954,267,9,0
