author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Safiya Hussani,https://lubimyczytac.pl/autor/36365/safiya-hussani,6.8,311,128,przybliżona),0,1,0
Jan August Kisielewski,https://lubimyczytac.pl/autor/49194/jan-august-kisielewski,6.4,377,80,08.02.1876,1,5,0
Edward Thitchell Hall,https://lubimyczytac.pl/autor/32414/edward-thitchell-hall,7.1,382,779,Unknown,4,6,0
Viktor Farkas,https://lubimyczytac.pl/autor/30754/viktor-farkas,6.2,344,184,30.09.1945,3,4,0
Erica Fischer,https://lubimyczytac.pl/autor/5209/erica-fischer,6.9,493,669,Unknown,4,3,0
Gordon Dahlquist,https://lubimyczytac.pl/autor/31378/gordon-dahlquist,6.7,329,351,Unknown,4,4,0
Gloria Beck,https://lubimyczytac.pl/autor/41014/gloria-beck,5.6,307,779,Unknown,1,3,0
Roman Konik,https://lubimyczytac.pl/autor/33930/roman-konik,7.1,688,733,01.01.1968,13,9,0
Elias Lönnrot,https://lubimyczytac.pl/autor/32923/elias-lonnrot,7.8,429,550,09.04.1802,4,3,0
Arne Dahl,https://lubimyczytac.pl/autor/38866/arne-dahl,7.0,1345,5229,11.01.1963,75,20,0
P. Allen,https://lubimyczytac.pl/autor/13241/p-allen,7.2,316,172,Unknown,0,1,0
Jan Dobraczyński,https://lubimyczytac.pl/autor/31499/jan-dobraczynski,6.5,1302,1756,20.04.1910,53,69,0
George Bidwell,https://lubimyczytac.pl/autor/15077/george-bidwell,6.5,1136,2318,03.05.1905,54,54,0
Joanna Szczepkowska,https://lubimyczytac.pl/autor/25475/joanna-szczepkowska,6.3,2029,1592,01.05.1953,12,23,0
Mark Fisher,https://lubimyczytac.pl/autor/39515/mark-fisher,8.0,306,177,Unknown,1,2,0
Luanne Rice,https://lubimyczytac.pl/autor/26098/luanne-rice,6.6,1844,1943,25.09.1955,36,24,0
Allan Folsom,https://lubimyczytac.pl/autor/17763/allan-folsom,7.1,499,391,09.12.1941,15,6,0
François-René de Chateaubriand,https://lubimyczytac.pl/autor/22556/francois-rene-de-chateaubriand,6.8,496,689,04.09.1768,11,10,0
Walter Kirn,https://lubimyczytac.pl/autor/32029/walter-kirn,4.4,299,136,03.08.1962,0,2,0
Wolfgang Hohlbein,https://lubimyczytac.pl/autor/5093/wolfgang-hohlbein,6.3,778,1087,15.08.1953,11,19,0
James Grippando,https://lubimyczytac.pl/autor/19234/james-grippando,6.6,984,778,27.01.1958,14,10,0
Petra Hůlová,https://lubimyczytac.pl/autor/15706/petra-hulova,6.5,730,1239,19.07.1979,13,5,0
Józef Wolski,https://lubimyczytac.pl/autor/16561/jozef-wolski,7.5,397,226,19.03.1910,3,11,0
Tomasz Łysiak,https://lubimyczytac.pl/autor/3369/tomasz-lysiak,6.9,353,516,09.12.1970,12,7,0
Filip Bryła,https://lubimyczytac.pl/autor/24961/filip-bryla,6.8,301,349,Unknown,5,1,0
Catherine Coulter,https://lubimyczytac.pl/autor/16000/catherine-coulter,6.4,1728,2936,26.12.1942,94,56,0
Włodzimierz Bolecki,https://lubimyczytac.pl/autor/41359/wlodzimierz-bolecki,7.3,537,416,13.04.1952,5,42,0
Anne Golon,https://lubimyczytac.pl/autor/38000/anne-golon,7.2,311,1037,19.10.1921,18,13,0
Bua Boonmee,https://lubimyczytac.pl/autor/44720/bua-boonmee,5.8,284,191,Unknown,0,1,0
Tony Akins,https://lubimyczytac.pl/autor/45225/tony-akins,5.7,552,228,01.11.1960,0,29,0
Lynne Griffin,https://lubimyczytac.pl/autor/34505/lynne-griffin,7.2,285,234,17.09.1952,2,1,0
Bolesław A. Uryn,https://lubimyczytac.pl/autor/33795/boleslaw-a-uryn,7.7,341,382,Unknown,1,5,0
Brian Callison,https://lubimyczytac.pl/autor/18150/brian-callison,6.4,381,375,Unknown,12,10,0
Sonia Neumann,https://lubimyczytac.pl/autor/31302/sonia-neumann,6.5,301,85,Unknown,2,1,0
Matthew Reilly,https://lubimyczytac.pl/autor/19780/matthew-reilly,6.6,758,705,02.07.1974,26,16,0
Mende Nazer,https://lubimyczytac.pl/autor/37091/mende-nazer,7.5,314,208,Unknown,1,1,0
Vladimir Volkoff,https://lubimyczytac.pl/autor/16244/vladimir-volkoff,6.9,532,1393,07.11.1932,35,10,0
 Osho,https://lubimyczytac.pl/autor/9373/osho,7.0,3673,11350,11.12.1931,314,89,0
Ulrike Kuckero,https://lubimyczytac.pl/autor/6811/ulrike-kuckero,5.9,514,88,01.01.1952,10,4,0
Craig Shaw Gardner,https://lubimyczytac.pl/autor/30695/craig-shaw-gardner,5.7,754,379,02.07.1949,3,10,0
Adam Zalewski,https://lubimyczytac.pl/autor/19721/adam-zalewski,6.7,863,986,05.12.1951,26,7,0
Mircea Eliade,https://lubimyczytac.pl/autor/17552/mircea-eliade,7.3,1361,4857,09.03.1907,130,41,0
Penny Vincenzi,https://lubimyczytac.pl/autor/15203/penny-vincenzi,6.9,737,703,10.04.1939,13,16,0
Eileen Chang,https://lubimyczytac.pl/autor/30336/eileen-chang,6.6,535,675,01.01.1920,18,5,0
Emir Suljagić,https://lubimyczytac.pl/autor/30747/emir-suljagic,7.8,285,762,Unknown,2,1,0
Ivan Čolović,https://lubimyczytac.pl/autor/23178/ivan-colovic,6.8,328,520,przybliżona),6,6,0
Brian Brooks,https://lubimyczytac.pl/autor/235946/brian-brooks,6.4,331,123,Unknown,0,1,0
Keith Ablow,https://lubimyczytac.pl/autor/19443/keith-ablow,6.7,579,352,23.11.1961,10,6,0
Włodzimierz Borkowski,https://lubimyczytac.pl/autor/59100/wlodzimierz-borkowski,7.8,322,324,29.07.1920,0,1,0
Tadeusz Boy-Żeleński,https://lubimyczytac.pl/autor/4696/tadeusz-boy-zelenski,7.3,2638,4340,21.12.1874,180,83,0
Władimir Sutiejew,https://lubimyczytac.pl/autor/34922/wladimir-sutiejew,7.8,307,80,05.07.1903,5,5,0
Marjaleena Lembcke,https://lubimyczytac.pl/autor/35879/marjaleena-lembcke,5.7,309,220,04.02.1945,0,2,0
Desmond Morris,https://lubimyczytac.pl/autor/8223/desmond-morris,6.9,856,1866,24.01.1928,24,15,0
Deborah Rodriguez,https://lubimyczytac.pl/autor/20222/deborah-rodriguez,6.7,415,400,Unknown,1,3,0
Gloria Goldreich,https://lubimyczytac.pl/autor/15184/gloria-goldreich,5.6,293,184,Unknown,0,1,0
Eloisa James,https://lubimyczytac.pl/autor/25170/eloisa-james,6.3,1692,2648,01.01.1962,90,46,0
Paulina Grych,https://lubimyczytac.pl/autor/22044/paulina-grych,6.5,399,207,Unknown,2,3,0
Kirsten Miller,https://lubimyczytac.pl/autor/30882/kirsten-miller,6.8,381,107,Unknown,7,3,0
Teresa Medeiros,https://lubimyczytac.pl/autor/18851/teresa-medeiros,6.4,1069,1286,01.01.1962,47,17,0
Ernesto Che Guevara,https://lubimyczytac.pl/autor/32075/ernesto-che-guevara,4.1,475,560,14.06.1928,8,9,0
Zbigniew Domino,https://lubimyczytac.pl/autor/4192/zbigniew-domino,6.7,775,1068,21.12.1929,10,17,0
Hayden Herrera,https://lubimyczytac.pl/autor/33922/hayden-herrera,7.6,338,396,Unknown,0,3,0
Joan Aiken,https://lubimyczytac.pl/autor/34581/joan-aiken,6.6,578,971,04.09.1924,2,17,0
Javier Marías,https://lubimyczytac.pl/autor/24118/javier-marias,7.3,1452,5089,20.09.1951,105,23,0
Susan Wilson,https://lubimyczytac.pl/autor/30193/susan-wilson,6.2,621,459,Unknown,7,7,0
Barry Forshaw,https://lubimyczytac.pl/autor/37790/barry-forshaw,5.5,361,248,Unknown,0,3,0
Ken Blanchard,https://lubimyczytac.pl/autor/311/ken-blanchard,7.2,1469,2382,06.05.1939,28,40,0
Gaja Kołodziej,https://lubimyczytac.pl/autor/36894/gaja-kolodziej,7.4,742,517,23.11.1989,34,15,0
Maciej Bennewicz,https://lubimyczytac.pl/autor/37886/maciej-bennewicz,6.5,904,1763,Unknown,35,33,0
Max Cegielski,https://lubimyczytac.pl/autor/16116/max-cegielski,6.4,1488,2302,23.03.1975,22,14,0
Laura Lippman,https://lubimyczytac.pl/autor/14033/laura-lippman,6.3,5159,3850,31.01.1959,12,24,0
Anatole France,https://lubimyczytac.pl/autor/24516/anatole-france,6.6,1041,2392,16.04.1844,24,40,0
Mikołaj Lizut,https://lubimyczytac.pl/autor/15692/mikolaj-lizut,6.6,375,192,Unknown,1,2,0
Josh McDowell,https://lubimyczytac.pl/autor/6889/josh-mcdowell,7.0,639,1098,17.08.1939,21,53,0
Jadwiga Ruth-Charlewska,https://lubimyczytac.pl/autor/34005/jadwiga-ruth-charlewska,7.1,320,62,Unknown,0,1,0
Michał Tombak,https://lubimyczytac.pl/autor/26345/michal-tombak,6.7,665,666,Unknown,13,4,0
William Blake,https://lubimyczytac.pl/autor/25422/william-blake,8.2,639,1647,28.11.1757,138,18,0
Georges Bataille,https://lubimyczytac.pl/autor/35218/georges-bataille,7.3,564,2069,10.09.1897,49,22,0
James Mallahan Cain,https://lubimyczytac.pl/autor/31592/james-mallahan-cain,6.6,557,1274,01.07.1892,3,6,0
Rebecca Housel,https://lubimyczytac.pl/autor/30147/rebecca-housel,5.8,369,305,Unknown,0,3,0
Eugeniusz Tkaczyszyn-Dycki,https://lubimyczytac.pl/autor/36724/eugeniusz-tkaczyszyn-dycki,7.0,690,822,12.11.1962,34,33,3
Sarah Dunant,https://lubimyczytac.pl/autor/25770/sarah-dunant,6.4,496,573,08.08.1950,5,5,0
Annie Sanders,https://lubimyczytac.pl/autor/17456/annie-sanders,6.3,424,300,Unknown,0,3,0
Risa Green,https://lubimyczytac.pl/autor/25230/risa-green,6.4,338,147,Unknown,4,2,0
Jean Genet,https://lubimyczytac.pl/autor/38189/jean-genet,7.0,491,1644,19.12.1910,54,11,0
Masamune Shirow,https://lubimyczytac.pl/autor/43639/masamune-shirow,7.0,310,338,23.11.1961,18,8,0
Bohdan Arct,https://lubimyczytac.pl/autor/36602/bohdan-arct,6.8,841,735,27.05.1914,18,39,0
Michael John Harrison,https://lubimyczytac.pl/autor/3336/michael-john-harrison,6.1,683,2284,26.07.1945,22,22,0
Paul Glennon,https://lubimyczytac.pl/autor/32205/paul-glennon,5.5,311,145,Unknown,1,1,0
Michael Viner,https://lubimyczytac.pl/autor/31285/michael-viner,5.8,283,292,Unknown,2,1,0
Sharon Sala,https://lubimyczytac.pl/autor/19550/sharon-sala,6.5,1197,1010,Unknown,38,23,0
Kat Martin,https://lubimyczytac.pl/autor/15666/kat-martin,6.6,782,982,14.07.1947,53,20,0
Michael Gregorio,https://lubimyczytac.pl/autor/21467/michael-gregorio,6.1,284,72,Unknown,0,1,0
David Michaels,https://lubimyczytac.pl/autor/19963/david-michaels,6.5,521,361,Unknown,3,5,0
Colin C. Tipping,https://lubimyczytac.pl/autor/10360/colin-c-tipping,6.8,324,608,Unknown,2,3,0
Jean-Claude Izzo,https://lubimyczytac.pl/autor/17565/jean-claude-izzo,6.6,440,509,20.06.1945,10,4,0
Louise Voss,https://lubimyczytac.pl/autor/25028/louise-voss,5.9,447,319,Unknown,0,4,0
Bartosz Żurawiecki,https://lubimyczytac.pl/autor/16004/bartosz-zurawiecki,5.9,1089,1587,21.08.1971,14,12,0
Caroline Pitcher,https://lubimyczytac.pl/autor/31832/caroline-pitcher,4.1,364,82,Unknown,0,2,0
Hanna Samson,https://lubimyczytac.pl/autor/14824/hanna-samson,5.7,1265,1545,Unknown,17,21,0
Indu Sundaresan,https://lubimyczytac.pl/autor/32134/indu-sundaresan,6.8,278,320,Unknown,5,3,0
Chris Wooding,https://lubimyczytac.pl/autor/31702/chris-wooding,7.5,651,542,28.02.1977,18,20,0
Alain Robbe-Grillet,https://lubimyczytac.pl/autor/35945/alain-robbe-grillet,6.9,457,656,18.08.1922,20,12,0
Sandy Jones,https://lubimyczytac.pl/autor/36630/sandy-jones,6.2,433,59,Unknown,4,1,0
Leopold Buczkowski,https://lubimyczytac.pl/autor/33557/leopold-buczkowski,6.9,376,444,15.11.1905,8,13,0
Marie Porterfield,https://lubimyczytac.pl/autor/36143/marie-porterfield,6.3,330,151,Unknown,1,2,0
Wojciech Nowicki,https://lubimyczytac.pl/autor/32027/wojciech-nowicki,6.9,1052,1738,Unknown,10,15,1
Leah Wilson,https://lubimyczytac.pl/autor/34195/leah-wilson,5.5,368,323,Unknown,0,7,0
Richard Montanari,https://lubimyczytac.pl/autor/14013/richard-montanari,7.3,411,217,Unknown,9,5,0
Billie Letts,https://lubimyczytac.pl/autor/32900/billie-letts,6.6,296,160,30.05.1938,1,1,0
Lynn Flewelling,https://lubimyczytac.pl/autor/31764/lynn-flewelling,7.5,279,705,20.10.1958,33,11,0
Jerzy Urban,https://lubimyczytac.pl/autor/41046/jerzy-urban,6.5,705,546,03.08.1933,23,21,0
Justyna Bigos,https://lubimyczytac.pl/autor/31307/justyna-bigos,6.9,417,322,01.01.1978,0,2,0
Paweł Paliński,https://lubimyczytac.pl/autor/3385/pawel-palinski,6.3,3374,4315,Unknown,9,15,0
Elina Hirvonen,https://lubimyczytac.pl/autor/14305/elina-hirvonen,5.9,271,161,20.04.1975,0,1,0
Pia Guerra,https://lubimyczytac.pl/autor/68635/pia-guerra,7.2,542,421,Unknown,0,15,0
Patrick Larkin,https://lubimyczytac.pl/autor/21558/patrick-larkin,6.5,437,252,Unknown,3,3,0
Susan Sloate,https://lubimyczytac.pl/autor/34138/susan-sloate,5.8,439,43,Unknown,0,1,0
Joe Layden,https://lubimyczytac.pl/autor/45061/joe-layden,7.3,260,65,Unknown,0,1,0
Janice Y. K. Lee,https://lubimyczytac.pl/autor/33492/janice-y-k-lee,6.3,581,487,Unknown,1,2,0
Rebecca Gablé,https://lubimyczytac.pl/autor/19639/rebecca-gable,6.8,482,871,Unknown,8,8,0
Cammie McGovern,https://lubimyczytac.pl/autor/22693/cammie-mcgovern,7.1,275,282,Unknown,0,3,0
Leszek Paweł Słupecki,https://lubimyczytac.pl/autor/48938/leszek-pawel-slupecki,7.5,501,2398,01.01.1956,12,37,0
Audrey Nixon,https://lubimyczytac.pl/autor/34595/audrey-nixon,5.0,286,129,Unknown,0,1,0
Bronisław Wildstein,https://lubimyczytac.pl/autor/14443/bronislaw-wildstein,5.6,690,1039,11.06.1952,37,23,1
Sabine Thiesler,https://lubimyczytac.pl/autor/33737/sabine-thiesler,6.7,489,700,Unknown,5,2,0
Annie Solomon,https://lubimyczytac.pl/autor/14051/annie-solomon,6.5,531,290,Unknown,16,4,0
Kjersti Sheen,https://lubimyczytac.pl/autor/31314/kjersti-sheen,5.6,310,38,01.01.1943,0,1,0
Brian Greene,https://lubimyczytac.pl/autor/32791/brian-greene,7.6,408,1917,09.02.1963,23,6,0
Lanling Xiaoxiao Shen,https://lubimyczytac.pl/autor/36146/lanling-xiaoxiao-shen,7.0,280,407,Unknown,1,1,0
Hanna Januszewska,https://lubimyczytac.pl/autor/23069/hanna-januszewska,7.0,1523,862,20.04.1905,10,52,0
Beatrice Sparks,https://lubimyczytac.pl/autor/73977/beatrice-sparks,6.6,314,306,15.01.1917,2,9,0
Michel Sapanet,https://lubimyczytac.pl/autor/34036/michel-sapanet,6.9,270,908,Unknown,1,1,0
Agnieszka Błotnicka,https://lubimyczytac.pl/autor/34582/agnieszka-blotnicka,6.5,753,419,przybliżona),9,6,0
Bolesław Leśmian,https://lubimyczytac.pl/autor/6829/boleslaw-lesmian,7.8,3816,4393,22.01.1877,433,136,0
Marek Kędzierski,https://lubimyczytac.pl/autor/19711/marek-kedzierski,7.0,489,576,Unknown,23,8,0
Joseph Finder,https://lubimyczytac.pl/autor/19621/joseph-finder,6.3,1824,1981,06.10.1958,25,23,0
Raymond Radiguet,https://lubimyczytac.pl/autor/33210/raymond-radiguet,6.0,299,372,18.06.1903,11,4,0
Marek Soból,https://lubimyczytac.pl/autor/12080/marek-sobol,7.3,266,355,Unknown,9,1,0
Lynn Kurland,https://lubimyczytac.pl/autor/38270/lynn-kurland,6.8,369,269,Unknown,12,8,0
Michael H. Hart,https://lubimyczytac.pl/autor/44578/michael-h-hart,6.2,284,167,28.04.1932,0,1,0
Witold Makowiecki,https://lubimyczytac.pl/autor/7084/witold-makowiecki,7.4,492,166,01.01.1903,4,3,0
Gonçalo M. Tavares,https://lubimyczytac.pl/autor/16224/goncalo-m-tavares,6.2,496,558,przybliżona),4,9,0
William Nicholson,https://lubimyczytac.pl/autor/31904/william-nicholson,6.5,442,654,12.01.1948,3,7,0
Lucyna Legut,https://lubimyczytac.pl/autor/31708/lucyna-legut,6.0,581,219,27.03.1926,10,20,0
Jenna Jameson,https://lubimyczytac.pl/autor/31042/jenna-jameson,6.7,273,501,09.04.1974,3,1,0
Ihaleakala Hew Len,https://lubimyczytac.pl/autor/651/ihaleakala-hew-len,6.7,290,322,Unknown,1,1,0
Nicolas d'Estienne d'Orves,https://lubimyczytac.pl/autor/14027/nicolas-d-estienne-d-orves,6.6,257,215,Unknown,1,1,0
Teresa Michałowska,https://lubimyczytac.pl/autor/4970/teresa-michalowska,7.8,396,178,06.07.1932,2,19,0
Alastair Reynolds,https://lubimyczytac.pl/autor/20356/alastair-reynolds,7.3,921,3265,01.01.1966,83,40,0
Małgorzata Saramonowicz,https://lubimyczytac.pl/autor/20378/malgorzata-saramonowicz,6.8,739,802,13.11.1964,14,5,0
Elizabeth H. Boyer,https://lubimyczytac.pl/autor/39044/elizabeth-h-boyer,6.4,363,84,Unknown,0,1,0
Marzena Domaros,https://lubimyczytac.pl/autor/33935/marzena-domaros,3.8,314,126,15.06.1967,0,2,0
Jerzy Skarżyński,https://lubimyczytac.pl/autor/56588/jerzy-skarzynski,7.5,310,341,13.01.1956,6,6,0
Kajsa Ingemarsson,https://lubimyczytac.pl/autor/26091/kajsa-ingemarsson,6.2,298,159,25.12.1965,1,2,0
Rachel Maude,https://lubimyczytac.pl/autor/6452/rachel-maude,6.2,377,186,Unknown,2,3,0
Susan Donovan,https://lubimyczytac.pl/autor/35211/susan-donovan,6.3,285,116,Unknown,2,1,0
Katherine Dunn,https://lubimyczytac.pl/autor/23018/katherine-dunn,6.7,268,494,24.10.1945,4,2,0
Lauren St John,https://lubimyczytac.pl/autor/6101/lauren-st-john,7.6,640,768,14.01.1966,15,12,0
Peter Berling,https://lubimyczytac.pl/autor/24131/peter-berling,6.1,352,663,20.03.1934,11,6,0
Walery Przyborowski,https://lubimyczytac.pl/autor/4643/walery-przyborowski,6.9,578,690,27.11.1845,16,58,0
Marian Keyes,https://lubimyczytac.pl/autor/23423/marian-keyes,6.5,1404,1503,10.09.1963,51,25,0
Michal Viewegh,https://lubimyczytac.pl/autor/19961/michal-viewegh,6.4,1487,1921,31.03.1962,36,28,0
Halina Pawlowská,https://lubimyczytac.pl/autor/14430/halina-pawlowska,5.3,666,479,21.03.1955,0,4,0
Josef Škvorecký,https://lubimyczytac.pl/autor/31748/josef-skvorecky,7.3,855,2538,27.09.1924,38,25,1
Russell Whitfield,https://lubimyczytac.pl/autor/43039/russell-whitfield,7.4,267,370,01.01.1971,3,2,0
Andrew Gottlieb,https://lubimyczytac.pl/autor/38952/andrew-gottlieb,4.9,258,91,Unknown,0,2,0
 Nerea Riesco,https://lubimyczytac.pl/autor/14269/nerea-riesco,5.8,335,279,01.01.1976,0,3,0
George Ritzer,https://lubimyczytac.pl/autor/33618/george-ritzer,6.2,393,435,Unknown,2,4,0
Leopoldo Gout,https://lubimyczytac.pl/autor/19570/leopoldo-gout,6.5,452,409,Unknown,3,4,0
Elżbieta Jodko-Kula,https://lubimyczytac.pl/autor/6713/elzbieta-jodko-kula,6.8,957,883,Unknown,4,19,0
Esther Freud,https://lubimyczytac.pl/autor/34963/esther-freud,5.9,286,248,02.05.1963,4,5,0
Cyril Pedrosa,https://lubimyczytac.pl/autor/48194/cyril-pedrosa,7.4,466,688,22.11.1972,15,6,0
Laura Caldwell,https://lubimyczytac.pl/autor/23742/laura-caldwell,6.0,348,239,24.10.1967,0,2,0
Jerzy Gut,https://lubimyczytac.pl/autor/345/jerzy-gut,7.5,700,1175,przybliżona),0,10,0
William Kotzwinkle,https://lubimyczytac.pl/autor/30788/william-kotzwinkle,5.2,328,116,22.11.1943,0,5,0
William Hope Hodgson,https://lubimyczytac.pl/autor/30230/william-hope-hodgson,6.6,458,1132,15.11.1877,12,13,0
Krystyna Kofta,https://lubimyczytac.pl/autor/4909/krystyna-kofta,5.9,2488,2894,23.12.1942,37,35,0
Walery Łoziński,https://lubimyczytac.pl/autor/33575/walery-lozinski,7.4,281,288,15.01.1837,9,6,0
Irena Szczepańska,https://lubimyczytac.pl/autor/31524/irena-szczepanska,6.6,332,118,Unknown,2,8,0
Ben Elton,https://lubimyczytac.pl/autor/19230/ben-elton,6.9,767,827,03.05.1959,4,15,0
Renata Opala,https://lubimyczytac.pl/autor/36716/renata-opala,7.3,908,329,24.10.1944,13,39,0
Jarek Szubrycht,https://lubimyczytac.pl/autor/36585/jarek-szubrycht,7.2,1536,957,przybliżona),22,9,0
Julia Bell,https://lubimyczytac.pl/autor/22567/julia-bell,5.7,332,123,Unknown,3,1,0
Brenda Novak,https://lubimyczytac.pl/autor/31673/brenda-novak,6.7,493,527,Unknown,15,7,0
Don Rosa,https://lubimyczytac.pl/autor/47146/don-rosa,8.1,780,772,Unknown,37,46,0
Małgorzata Żurakowska,https://lubimyczytac.pl/autor/34884/malgorzata-zurakowska,6.5,270,138,Unknown,6,1,0
Robert Silverberg,https://lubimyczytac.pl/autor/3349/robert-silverberg,6.6,4625,11655,15.01.1935,108,151,0
Christina Hachfeld-Tapukai,https://lubimyczytac.pl/autor/32520/christina-hachfeld-tapukai,6.6,376,249,Unknown,7,2,0
Abigail Thomas,https://lubimyczytac.pl/autor/30422/abigail-thomas,5.9,256,177,przybliżona),5,1,0
Paul Christopher,https://lubimyczytac.pl/autor/19960/paul-christopher,5.4,391,175,26.05.1949,5,4,0
Jorge Molist,https://lubimyczytac.pl/autor/20330/jorge-molist,5.7,530,380,01.01.1951,4,5,0
Michael A. Stackpole,https://lubimyczytac.pl/autor/3450/michael-a-stackpole,6.1,1179,1378,27.11.1957,13,59,0
Jerzy Wyrozumski,https://lubimyczytac.pl/autor/3994/jerzy-wyrozumski,6.4,682,593,07.03.1930,5,20,0
Katarzyna Kotowska,https://lubimyczytac.pl/autor/33222/katarzyna-kotowska,6.7,431,286,01.01.1957,3,3,0
Szarlota Pawel,https://lubimyczytac.pl/autor/19323/szarlota-pawel,6.7,762,352,04.11.1947,25,35,0
Lynn Abercrombie,https://lubimyczytac.pl/autor/19476/lynn-abercrombie,6.8,274,135,Unknown,0,1,0
Gemma Halliday,https://lubimyczytac.pl/autor/19112/gemma-halliday,7.4,351,249,Unknown,16,7,0
Dušan Fabian,https://lubimyczytac.pl/autor/3496/dusan-fabian,5.9,550,388,Unknown,0,4,0
Jenny Nimmo,https://lubimyczytac.pl/autor/20470/jenny-nimmo,8.3,380,189,15.01.1944,13,9,0
Francis Fukuyama,https://lubimyczytac.pl/autor/783/francis-fukuyama,7.0,743,2008,27.10.1952,27,14,0
Andy Chandler,https://lubimyczytac.pl/autor/59704/andy-chandler,7.1,596,306,10.11.1909,6,53,0
Piotr Szumlewicz,https://lubimyczytac.pl/autor/35658/piotr-szumlewicz,5.1,688,694,Unknown,7,9,0
Joe Schreiber,https://lubimyczytac.pl/autor/32778/joe-schreiber,6.7,628,371,Unknown,0,8,0
Judith Herrin,https://lubimyczytac.pl/autor/5152/judith-herrin,7.1,308,642,Unknown,4,4,0
Bryan Bruce,https://lubimyczytac.pl/autor/37592/bryan-bruce,6.8,311,491,Unknown,0,2,0
Benedetta Craveri,https://lubimyczytac.pl/autor/4099/benedetta-craveri,7.4,297,542,przybliżona),2,3,0
Frédéric Lenoir,https://lubimyczytac.pl/autor/24327/frederic-lenoir,6.5,871,761,03.06.1962,9,11,0
Michael Wallner,https://lubimyczytac.pl/autor/20959/michael-wallner,5.5,326,235,Unknown,1,2,0
Barbara Piotrowska-Dubik,https://lubimyczytac.pl/autor/34198/barbara-piotrowska-dubik,7.7,280,328,31.05.1927,1,2,0
Anna Brahimi,https://lubimyczytac.pl/autor/33165/anna-brahimi,7.3,262,166,Unknown,4,1,0
Marcel Aymé,https://lubimyczytac.pl/autor/30121/marcel-ayme,6.7,356,462,29.03.1902,7,11,0
Michael Palin,https://lubimyczytac.pl/autor/19992/michael-palin,6.8,1559,2146,05.05.1943,20,21,0
Penelope Green,https://lubimyczytac.pl/autor/32295/penelope-green,6.0,374,520,Unknown,10,3,0
Mary Blayney,https://lubimyczytac.pl/autor/37153/mary-blayney,7.1,413,382,Unknown,0,2,0
J. Bernlef,https://lubimyczytac.pl/autor/31172/j-bernlef,6.9,242,276,14.01.1937,3,1,0
Francine Prose,https://lubimyczytac.pl/autor/30398/francine-prose,6.1,798,1172,Unknown,3,8,0
Michael Benoit,https://lubimyczytac.pl/autor/32741/michael-benoit,6.6,274,135,Unknown,0,1,0
Gloria Whelan,https://lubimyczytac.pl/autor/31736/gloria-whelan,6.9,260,196,23.11.1923,1,2,0
Roger Fisher,https://lubimyczytac.pl/autor/3102/roger-fisher,5.7,294,598,28.05.1922,0,5,0
Anna Burzyńska,https://lubimyczytac.pl/autor/31830/anna-burzynska,7.0,383,306,01.01.1957,5,13,0
George Jonas,https://lubimyczytac.pl/autor/19233/george-jonas,7.2,243,133,15.06.1935,3,1,0
Sonia Raduńska,https://lubimyczytac.pl/autor/15989/sonia-radunska,6.5,410,566,Unknown,16,3,0
Mary Virginia Carey,https://lubimyczytac.pl/autor/34994/mary-virginia-carey,7.0,407,53,19.05.1925,0,1,0
Lori Lansens,https://lubimyczytac.pl/autor/36302/lori-lansens,7.0,444,467,01.07.1962,7,3,0
Mick O'Hare,https://lubimyczytac.pl/autor/33596/mick-o-hare,5.9,454,476,Unknown,4,10,0
Michael D. O'Brien,https://lubimyczytac.pl/autor/14117/michael-d-o-brien,8.1,403,589,przybliżona),37,14,0
Anna Świderkówna,https://lubimyczytac.pl/autor/13379/anna-swiderkowna,7.2,1015,2326,05.12.1925,58,33,0
Carlo Frabetti,https://lubimyczytac.pl/autor/6641/carlo-frabetti,6.5,613,393,01.01.1945,9,9,0
Antonia Fraser,https://lubimyczytac.pl/autor/33921/antonia-fraser,7.6,525,872,27.08.1932,14,9,0
Rosamunde Pilcher,https://lubimyczytac.pl/autor/22400/rosamunde-pilcher,6.0,1392,1492,22.09.1924,46,21,0
Kang Czholhwan,https://lubimyczytac.pl/autor/32753/kang-czholhwan,7.4,257,382,Unknown,0,1,0
Roland Auguet,https://lubimyczytac.pl/autor/34372/roland-auguet,6.9,264,186,Unknown,1,1,0
Siba Shakib,https://lubimyczytac.pl/autor/22979/siba-shakib,6.7,350,367,Unknown,0,4,0
Ignacy Dąbrowski,https://lubimyczytac.pl/autor/33136/ignacy-dabrowski,7.0,291,147,21.04.1869,0,3,0
Florence Littauer,https://lubimyczytac.pl/autor/9153/florence-littauer,6.8,342,557,Unknown,5,17,0
Yoani Sánchez,https://lubimyczytac.pl/autor/38523/yoani-sanchez,6.9,254,421,Unknown,0,1,0
Andrzej W. Sawicki,https://lubimyczytac.pl/autor/3229/andrzej-w-sawicki,6.4,6550,6422,Unknown,33,35,0
Michael Gruber,https://lubimyczytac.pl/autor/19064/michael-gruber,5.9,594,427,Unknown,5,5,0
Rosie Thomas,https://lubimyczytac.pl/autor/25778/rosie-thomas,6.9,613,657,przybliżona),3,5,0
Grzegorz Gortat,https://lubimyczytac.pl/autor/23199/grzegorz-gortat,6.4,1212,1343,01.01.1957,12,22,0
